# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.2208992777471996,2.241349760873558,0.37595078555850153,0,3.0,1.0954865331308812,0.0,0.0,-0.018669058340819018
 0.08939263866909594,2.232885585483745,2.241428411107838,0.37595078555850153,0.26817791600728785,3.0000000000000004,1.0954865331308812,-0.0016688763865531063,20.334243083197933,-0.13545157795895782
 0.12635319461218572,2.2448443984502093,2.2416637773161927,1.127515714595425,0.37905958383655713,2.9999999999999987,1.0961161689473562,-0.006675242011284953,26.500108894621874,-0.29460951117312806
 0.15467225419216882,2.256775551281835,2.2420549827568967,1.877973877258262,0.4640167625765064,3.0,1.0962418146286503,-0.015018306311026462,31.420024736561512,-0.48982268531376016
 0.17851444414852444,2.268678878613865,2.2426011506882233,2.627096075460754,0.5355433324455732,2.9999999999999956,1.0958667654067253,-0.026696751819209334,35.6319539171981,-0.7155363641192662
 0.19949448556567229,2.2805542150815423,2.243301404368445,3.3746559444174733,0.5984834566970167,3.0000000000000013,1.0949954886049038,-0.041708734373906924,39.36129571700619,-0.968134721922329
 0.21844138274824737,2.292401395320108,2.2441548670558373,4.120430367340523,0.6553241482447419,2.999999999999997,1.0936335920050881,-0.06005188340905021,42.72872043379329,-1.2449986064351743
 0.23584816441667572,2.3042202539648065,2.245160662008673,4.864199874902876,0.707544493250027,3.0,1.0917877865973122,-0.08172330232876485,45.807742003020564,-1.54409526124949
 0.252036457498924,2.3160106256508795,2.246317912485225,5.605749027883788,0.7561093724967718,2.9999999999999964,1.0894658436448141,-0.10671956896478232,48.646987858192404,-1.8637691763436117
 0.26722995222534973,2.327772345013569,2.2476257417437675,6.344866781363731,0.8016898566760489,2.999999999999993,1.086676546859838,-0.1350367361168338,51.28054531928486,-2.2026232229037332
 0.2815917349080113,2.339505246688119,2.2490832730425736,7.081346829087679,0.8447752047240336,2.999999999999996,1.0834296400683379,-0.1666703321759609,53.733379397403944,-2.5594456775353995
 0.29524509350882033,2.3512091653097706,2.250689629639918,7.814987926833758,0.8857352805264606,2.999999999999996,1.0797357706926063,-0.2016153618306423,56.02442259025659,-2.933162779937397
 0.30828594664066394,2.362883935513768,2.252443934794073,8.545594193629634,0.9248578399219914,3.0000000000000044,1.075606429972968,-0.239866306855596,58.168454063506914,-3.3228065060284147
 0.3207906832397418,2.374529391935352,2.2543453117633128,9.27297539006935,0.962372049719225,2.9999999999999956,1.0710538900981026,-0.28141712698318355,60.177301440712675,-3.7274919080582345
 0.3328213287730311,2.3861453692097663,2.256392883805911,9.996947172852463,0.9984639863190928,2.9999999999999956,1.0660911390336676,-0.3262612608572364,62.0606410016354,-4.1464007350886956
 0.3444290746921908,2.3977317019722535,2.258585774180141,10.71733132517963,1.033287224076572,3.0000000000000098,1.060731813537769,-0.37439162706916296,63.82654828920387,-4.578769324252722
 0.355656763742769,2.409288224858056,2.2609231061442765,11.433955962542527,1.0669702912283068,3.0000000000000147,1.0549901308652456,-0.42580062527619855,65.48188741952632,-5.023879482397306
 0.36654068568336445,2.420814772502416,2.263404002956591,12.146655713739511,1.0996220570500932,3.000000000000005,1.0488808199195478,-0.4804801374015699,67.03259264820912,-5.481051513488045
 0.3771119038834298,2.4323111795405765,2.2660275878753584,12.855271877139826,1.1313357116502893,3.0000000000000107,1.0424190520558485,-0.5384215289164505,68.48387588680755,-5.9496388177669335
 0.38739725450072293,2.44377728060778,2.268792984158852,13.559652552266828,1.1621917635021688,3.0000000000000053,1.0356203723036335,-0.5996156502034408,69.84038207932218,-6.429023662427356
 0.39742011196422045,2.4552129103392692,2.2716993150653453,14.259652747044079,1.1922603358926613,3.0,1.0285006314098537,-0.6640528380014029,71.10630706089253,-6.918613838388481
 0.40720098433413504,2.466617903370287,2.2747457038531125,14.955134461102626,1.2216029530024053,3.000000000000017,1.0210759190038106,-0.7317229169314056,72.28548791505033,-7.4178399955828835
 0.4167579826266758,2.477992094336075,2.2779312737804265,15.645966745682239,1.2502739478800275,3.0,1.013362498618021,-0.8026152011035317,73.38147284907183,-7.926153503143244
 0.42610719528971325,2.4893353178718765,2.2812551481055605,16.33202574087512,1.27832158586914,3.0,1.00537674454536,-0.8767184958042972,74.39757557557868,-8.44302471906567
 0.43526299028408044,2.500647408612934,2.284716450086789,17.013194690923058,1.3057889708522414,2.999999999999994,0.99713508110331,-0.9540210992644371,75.33691784273573,-8.96794158142671
 0.4442382611989814,2.51192820119449,2.2883143029823856,17.689363938455244,1.3327147835969444,3.000000000000006,0.9886539246451053,-1.0345108045067473,76.2024628019998,-9.500408453410236
 0.4530446295964288,2.5231775302517874,2.2920478300506235,18.36043089868244,1.3591338887892865,2.9999999999999876,0.9799496282802175,-1.1181749012737014,76.99704120988596,-10.039945169393528
 0.46169261275728696,2.534395230420068,2.2959161545497757,19.026300014501434,1.385077838271861,3.0,0.9710384298600474,-1.2050001780345556,77.72337200634949,-10.586086240643622
 0.47019176381196154,2.5455811363345755,2.299918399738117,19.686882693662064,1.4105752914358847,3.0,0.9619364031063711,-1.294972924071598,78.38407842858001,-11.1383801878449
 0.4785507896311056,2.5567350826305515,2.3040536888739203,20.342097229056378,1.4356523688933167,2.9999999999999867,0.9526594122374072,-1.388078931645236,78.98170059288519,-11.69638897430548
